State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Maharashtra,68.73,Bajaj,Ct 100,363243.0,2023,618.0,Electric,83.14,First,2023.0,Expired,Individual,219850.33,Metro
Punjab,22.31,Honda,Shine,84699.0,2023,104.0,Electric,87.16,Second,2024.0,Active,Dealer,61042.96,Tier 1
Rajasthan,42.55,Hero,Glamour,364100.0,2024,151.0,Electric,74.29,Second,2024.0,Expired,Individual,179802.06863753588,Metro
Karnataka,63.31,Hero,Passion Pro,167371.0,2023,514.0,Hybrid,97.52,Second,2023.0,Not Available,Individual,109448.79,Metro
Karnataka,78.38,Ktm,Rc 390,316278.0,2022,554.0,Petrol,30.59,Second,2024.0,Not Available,Individual,187392.42,Tier 3
Uttar Pradesh,10.54,Bajaj,Avenger 220,257710.0,2024,799.0,Hybrid,88.97,Second,2024.0,Not Available,Individual,171402.58,Tier 1
Madhya Pradesh,58.27,Hero,Hf Deluxe,179301.0,2015,990.0,Hybrid,96.87,Third,2021.0,Not Available,Individual,101649.21,Tier 1
Delhi,44.35,Honda,Shine,180010.0,2018,502.0,Hybrid,72.25,Third,2022.0,Expired,Dealer,131131.64,Tier 2
Maharashtra,40.67,Kawasaki,Versys 650,216916.0,2021,887.0,Electric,77.49,Third,2024.0,Active,Dealer,165907.64,Tier 2
Gujarat,71.14,Tvs,Jupiter,296668.0,2017,355.0,Hybrid,70.2,Second,2021.0,Active,Individual,154786.41,Metro
Rajasthan,69.33,Honda,Cbr 650R,168273.0,2023,785.0,Hybrid,78.93,Second,2024.0,Not Available,Individual,122682.89,Tier 1
Rajasthan,65.14,Honda,Cbr 650R,249858.0,2022,447.0,Electric,93.53,Second,2023.0,Not Available,Individual,143141.31,Tier 1
West Bengal,9.41,Tvs,Jupiter,274657.0,2018,443.0,Hybrid,71.32,Second,2022.0,Not Available,Dealer,119500.02,Tier 2
Maharashtra,79.28,Yamaha,R15 V4,108993.0,2022,119.0,Electric,70.2,First,2022.0,Active,Individual,66327.64,Tier 1
West Bengal,77.85,Ktm,390 Adventure,182936.0,2023,641.0,Petrol,53.49,Second,2024.0,Not Available,Dealer,78932.88,Metro
Tamil Nadu,54.33,Yamaha,R15 V4,56728.0,2019,949.0,Petrol,25.01,Second,2023.0,Active,Dealer,28811.47,Tier 1
Punjab,76.77,Kawasaki,Ninja 400,132977.0,2022,452.0,Electric,61.65,Third,2023.0,Expired,Dealer,80953.76,Tier 2
West Bengal,20.78,Honda,Dio,394766.0,2021,219.0,Electric,73.53,Second,2021.0,Not Available,Dealer,133472.89,Metro
Uttar Pradesh,29.66,Kawasaki,Z650,382291.0,2021,150.0,Hybrid,63.81,Second,2024.0,Active,Dealer,253403.89,Tier 1
Tamil Nadu,41.75,Royal Enfield,Hunter 350,60877.0,2020,0.0,Hybrid,69.25,Second,2023.0,Active,Dealer,29613.92,Tier 2
Karnataka,59.97,Hero,Passion Pro,201666.0,2022,347.0,Petrol,25.65,First,2022.0,Expired,Individual,111969.7,Tier 2
Punjab,28.76,Ktm,Duke 200,66169.0,2017,744.0,Petrol,70.2,Second,2023.0,Not Available,Individual,34599.24,Tier 3
Uttar Pradesh,55.01,Kawasaki,Ninja 300,376127.0,2021,579.0,Electric,70.2,Second,2024.0,Active,Dealer,234238.1,Metro
West Bengal,72.69,Ktm,390 Adventure,129300.0,2021,834.0,Electric,72.71,Third,2021.0,Active,Individual,82717.88,Tier 3
Madhya Pradesh,18.9,Bajaj,Avenger 220,125575.0,2022,206.0,Petrol,47.75,Second,2024.0,Active,Individual,61232.55,Tier 3
Uttar Pradesh,72.45,Honda,Shine,61115.0,2023,940.0,Hybrid,70.9,Second,2023.0,Expired,Dealer,133472.89,Tier 1
Uttar Pradesh,41.54,Tvs,Ntorq 125,381742.0,2024,536.0,Hybrid,78.6,First,2024.0,Not Available,Dealer,270438.14,Tier 3
Tamil Nadu,8.92,Yamaha,Fascino 125,326280.0,2017,837.0,Hybrid,88.88,Second,2023.0,Expired,Individual,203791.95,Tier 3
Tamil Nadu,70.78,Honda,Activa,280514.0,2019,175.0,Petrol,59.53,Second,2024.0,Active,Individual,166694.88,Tier 2
Tamil Nadu,72.46,Yamaha,Mt-15,291834.0,2024,389.0,Hybrid,75.62,Third,2024.0,Not Available,Dealer,137388.81,Metro
Rajasthan,61.78,Hero,Hf Deluxe,104821.0,2024,180.0,Electric,98.39,Second,2024.0,Expired,Individual,59631.76,Metro
West Bengal,35.18,Hero,Passion Pro,139932.0,2024,330.0,Hybrid,71.72,First,2024.0,Not Available,Individual,133472.89,Tier 3
West Bengal,50.6,Honda,Shine,214248.0,2020,300.0,Petrol,54.78,Second,2022.0,Expired,Dealer,134041.78,Tier 2
Karnataka,17.34,Yamaha,Mt-15,81242.0,2021,304.0,Electric,84.63,Second,2024.0,Active,Individual,133472.89,Tier 2
West Bengal,79.9,Yamaha,Fascino 125,93451.0,2023,192.0,Electric,70.2,First,2023.0,Not Available,Dealer,71167.81,Tier 2
West Bengal,61.44,Honda,Unicorn,78817.0,2020,971.0,Electric,92.75,Second,2023.0,Not Available,Dealer,33793.86,Metro
Gujarat,75.34,Royal Enfield,Himalayan,289703.0,2021,585.0,Hybrid,84.64,Third,2021.0,Expired,Individual,219788.75,Tier 1
Uttar Pradesh,8.9,Yamaha,Ray Zr,351681.0,2016,394.0,Hybrid,68.96,Second,2024.0,Not Available,Dealer,219546.63,Tier 2
Delhi,8.37,Ktm,125 Duke,378549.0,2024,859.0,Electric,70.2,Second,2024.0,Active,Individual,185355.39,Tier 2
Rajasthan,65.75,Tvs,Ronin,66712.0,2024,356.0,Hybrid,77.62,Third,2024.0,Expired,Individual,47522.3,Tier 2
Punjab,8.73,Royal Enfield,Classic 350,317087.0,2022,570.0,Petrol,70.2,Second,2022.0,Not Available,Dealer,173525.81,Tier 2
Karnataka,62.72,Kawasaki,Ninja 300,138717.0,2023,987.0,Petrol,56.14,Second,2023.0,Not Available,Individual,71124.08,Tier 3
Madhya Pradesh,68.66,Yamaha,Ray Zr,361741.0,2016,408.0,Petrol,28.54,Third,2022.0,Expired,Dealer,256566.47,Tier 3
Gujarat,39.26,Kawasaki,Versys 650,269702.0,2024,384.0,Petrol,29.13,Second,2024.0,Expired,Individual,214578.42,Tier 1
West Bengal,10.74,Yamaha,Ray Zr,349560.0,2017,138.0,Hybrid,81.58,Second,2021.0,Expired,Dealer,144804.67,Tier 1
Delhi,10.28,Honda,Unicorn,320464.0,2022,421.0,Hybrid,71.37,Third,2023.0,Expired,Individual,219317.19,Tier 2
West Bengal,25.92,Hero,Splendor Plus,380384.0,2020,335.0,Hybrid,63.35,Second,2021.0,Expired,Dealer,198052.64,Tier 1
Gujarat,37.6,Hero,Passion Pro,199477.0,2016,397.0,Electric,68.15,Third,2021.0,Active,Individual,121260.27,Metro
Karnataka,52.59,Ktm,125 Duke,161158.0,2015,525.0,Electric,72.27,Third,2024.0,Active,Dealer,90653.91,Metro
Karnataka,71.35,Kawasaki,Ninja 400,78512.0,2018,848.0,Electric,99.81,Third,2021.0,Not Available,Dealer,43291.17,Tier 3
Madhya Pradesh,79.46,Bajaj,Pulsar 150,364872.0,2024,883.0,Electric,98.83,Third,2024.0,Expired,Individual,205237.42,Tier 3
Gujarat,59.35,Honda,Cbr 650R,274183.0,2024,108.0,Electric,93.99,Second,2024.0,Not Available,Individual,199964.05,Tier 3
Uttar Pradesh,11.43,Royal Enfield,Meteor 350,206767.0,2021,701.0,Electric,84.19,Second,2021.0,Expired,Individual,124823.33,Tier 1
Tamil Nadu,20.86,Bajaj,Platina 110,62265.0,2022,144.0,Electric,68.44,Second,2022.0,Active,Dealer,25092.63,Tier 2
Maharashtra,66.71,Royal Enfield,Classic 350,339419.0,2022,318.0,Hybrid,65.27,Second,2024.0,Active,Dealer,141884.47,Tier 1
Karnataka,69.87,Yamaha,Fz V3,350558.0,2020,456.0,Petrol,70.2,Second,2023.0,Expired,Individual,170809.07,Tier 3
Uttar Pradesh,35.92,Bajaj,Avenger 220,293016.0,2022,301.0,Hybrid,70.2,Second,2024.0,Expired,Individual,151670.93,Tier 3
Madhya Pradesh,66.08,Ktm,390 Adventure,363317.0,2016,176.0,Hybrid,66.66,Second,2023.0,Expired,Dealer,219643.89,Tier 3
Delhi,32.87,Ktm,250 Duke,244188.0,2018,902.0,Hybrid,74.01,Second,2023.0,Not Available,Individual,112260.72,Tier 1
Delhi,13.87,Bajaj,Platina 110,214082.0,2020,583.0,Hybrid,66.67,Second,2022.0,Not Available,Individual,92856.2,Tier 2
Rajasthan,25.68,Bajaj,Ct 100,154844.0,2017,571.0,Electric,83.02,Second,2023.0,Expired,Individual,76109.89,Tier 2
Madhya Pradesh,58.29,Hero,Passion Pro,356491.0,2024,600.0,Petrol,44.85,Third,2024.0,Expired,Dealer,234359.11,Tier 1
Rajasthan,70.55,Tvs,Ntorq 125,330438.0,2023,594.0,Hybrid,70.2,Second,2023.0,Active,Dealer,140551.05,Metro
Uttar Pradesh,22.54,Kawasaki,Ninja 400,241763.0,2021,806.0,Electric,95.52,Second,2024.0,Expired,Dealer,185261.31,Metro
Gujarat,35.41,Tvs,Jupiter,274712.0,2021,583.0,Petrol,27.13,First,2021.0,Expired,Individual,163460.86,Tier 1
Gujarat,17.98,Ktm,390 Adventure,86488.0,2022,371.0,Hybrid,63.62,Second,2022.0,Not Available,Dealer,46644.65,Tier 3
Maharashtra,11.99,Yamaha,Mt-15,371021.0,2019,542.0,Hybrid,70.63,Second,2022.0,Not Available,Individual,196208.96,Metro
Rajasthan,23.64,Ktm,125 Duke,153682.0,2024,916.0,Hybrid,72.58,Third,2024.0,Active,Individual,73849.03,Tier 3
Punjab,12.53,Kawasaki,Z650,151577.0,2024,881.0,Hybrid,86.7,Second,2024.0,Not Available,Dealer,85577.0,Tier 1
Karnataka,33.71,Ktm,250 Duke,301046.0,2024,447.0,Electric,67.84,Second,2024.0,Active,Dealer,133193.12,Tier 3
West Bengal,11.82,Yamaha,Fascino 125,115803.0,2021,859.0,Hybrid,98.98,First,2021.0,Expired,Individual,89578.54,Tier 3
Maharashtra,54.89,Tvs,Apache Rtr 160,177480.0,2019,928.0,Petrol,42.86,Second,2024.0,Not Available,Individual,133551.6,Tier 3
Punjab,57.69,Tvs,Apache Rtr 160,297841.0,2022,351.0,Electric,66.24,Second,2023.0,Not Available,Individual,134637.46,Tier 2
Uttar Pradesh,59.07,Tvs,Sport,234794.0,2022,936.0,Hybrid,76.09,Third,2023.0,Active,Individual,155480.82,Tier 2
Rajasthan,72.54,Yamaha,Fz V3,172310.0,2022,362.0,Electric,60.56,Third,2024.0,Expired,Dealer,122414.57,Tier 3
Gujarat,65.46,Yamaha,Fascino 125,96677.0,2024,767.0,Hybrid,78.26,First,2024.0,Not Available,Dealer,64995.05,Tier 1
Punjab,63.99,Bajaj,Pulsar 150,227008.0,2021,849.0,Petrol,41.88,Second,2023.0,Active,Individual,136685.11,Tier 2
Uttar Pradesh,14.89,Honda,Cbr 650R,356770.0,2022,263.0,Electric,70.98,Second,2024.0,Expired,Individual,223247.75,Tier 1
Uttar Pradesh,10.53,Royal Enfield,Meteor 350,239282.0,2021,267.0,Petrol,44.52,Second,2024.0,Not Available,Individual,167000.15,Metro
Maharashtra,58.32,Tvs,Ntorq 125,255049.0,2024,214.0,Electric,85.05,Third,2024.0,Active,Dealer,151968.31,Tier 1
Uttar Pradesh,43.91,Hero,Passion Pro,327113.0,2024,501.0,Petrol,43.86,Second,2024.0,Expired,Individual,223830.21,Tier 1
Rajasthan,11.5,Tvs,Jupiter,78270.0,2019,552.0,Electric,87.69,Second,2021.0,Not Available,Dealer,35077.74,Tier 2
Rajasthan,10.6,Yamaha,Mt-15,243559.0,2023,600.0,Electric,70.2,First,2023.0,Active,Individual,113722.4,Tier 2
West Bengal,37.86,Bajaj,Pulsar 150,386933.0,2021,670.0,Petrol,27.7,Second,2024.0,Expired,Dealer,234037.43,Tier 3
Uttar Pradesh,63.18,Ktm,250 Duke,283170.0,2019,800.0,Petrol,38.93,Second,2023.0,Not Available,Individual,223998.17,Tier 1
West Bengal,6.54,Ktm,Rc 390,331413.0,2024,493.0,Hybrid,67.65,Third,2024.0,Active,Dealer,138481.39,Tier 1
Tamil Nadu,49.59,Hero,Xtreme 160R,317069.0,2022,345.0,Electric,78.57,Third,2024.0,Expired,Individual,176699.23,Metro
Gujarat,56.14,Bajaj,Avenger 220,399909.0,2021,887.0,Hybrid,70.2,Second,2021.0,Expired,Dealer,243232.89,Metro
West Bengal,55.17,Hero,Splendor Plus,154707.0,2024,340.0,Electric,69.22,Second,2024.0,Expired,Individual,92445.16,Metro
Punjab,65.42,Bajaj,Avenger 220,205740.0,2023,556.0,Hybrid,73.21,Second,2023.0,Not Available,Individual,144736.1,Tier 2
West Bengal,28.92,Hero,Splendor Plus,225481.0,2021,126.0,Petrol,30.66,Third,2023.0,Active,Individual,133472.89,Tier 1
Gujarat,45.13,Hero,Hf Deluxe,108030.0,2016,384.0,Electric,98.62,Second,2024.0,Expired,Individual,133472.89,Tier 2
Rajasthan,6.12,Hero,Splendor Plus,375005.0,2021,478.0,Electric,73.06,Third,2024.0,Not Available,Dealer,239007.9,Tier 1
Delhi,69.43,Honda,Unicorn,177239.0,2019,535.0,Petrol,45.72,Second,2024.0,Expired,Individual,79274.57,Metro
West Bengal,20.03,Tvs,Ronin,93696.0,2022,364.0,Hybrid,64.29,Second,2022.0,Active,Dealer,56098.25,Metro
Uttar Pradesh,52.27,Kawasaki,Versys 650,57231.0,2015,435.0,Hybrid,70.2,Second,2021.0,Expired,Dealer,43829.89,Tier 1
Rajasthan,25.79,Tvs,Jupiter,143429.0,2019,638.0,Hybrid,76.15,Third,2021.0,Not Available,Dealer,77995.46,Metro
Punjab,14.07,Tvs,Apache Rtr 160,133805.0,2023,372.0,Electric,81.54,Second,2023.0,Expired,Individual,75051.13,Tier 1
Madhya Pradesh,49.83,Kawasaki,Ninja 300,145930.0,2022,983.0,Hybrid,93.49,Second,2023.0,Not Available,Individual,61338.73,Tier 1
West Bengal,13.02,Tvs,Apache Rtr 160,77247.0,2020,917.0,Petrol,54.31,Second,2023.0,Expired,Dealer,46151.46,Tier 1
Madhya Pradesh,24.83,Kawasaki,Vulcan S,280510.0,2022,538.0,Petrol,37.02,Second,2022.0,Not Available,Individual,160584.64,Tier 1
Tamil Nadu,56.29,Bajaj,Ct 100,186852.0,2022,587.0,Hybrid,70.2,Third,2024.0,Active,Individual,126244.29,Tier 3
Madhya Pradesh,33.13,Kawasaki,Ninja 400,211598.0,2024,527.0,Petrol,0.0,First,2024.0,Expired,Individual,104082.56,Metro
Rajasthan,7.96,Hero,Passion Pro,101186.0,2021,188.0,Petrol,27.28,Third,2022.0,Active,Dealer,58173.69223957833,Metro
Karnataka,26.81,Ktm,Rc 390,242127.0,2024,107.0,Petrol,54.43,Third,2024.0,Expired,Dealer,127072.68,Tier 3
West Bengal,31.24,Tvs,Apache Rtr 160,57800.0,2019,332.0,Electric,92.06,Second,2023.0,Active,Dealer,32977.51,Tier 3
Rajasthan,59.65,Kawasaki,Versys 650,334397.0,2024,535.0,Petrol,40.74,Second,2024.0,Not Available,Individual,265455.42,Tier 3
Tamil Nadu,46.44,Bajaj,Platina 110,292721.0,2023,409.0,Petrol,39.53,Second,2024.0,Expired,Individual,141140.81,Tier 2
Karnataka,59.96,Hero,Passion Pro,106898.0,2021,645.0,Electric,62.49,Second,2021.0,Expired,Individual,44940.85,Tier 1
Rajasthan,36.08,Yamaha,Ray Zr,87351.0,2022,667.0,Electric,83.23,Second,2023.0,Active,Individual,36915.51,Tier 3
Tamil Nadu,35.05,Hero,Hf Deluxe,184381.0,2016,379.0,Hybrid,70.2,Third,2024.0,Expired,Individual,105140.82,Metro
Rajasthan,17.38,Bajaj,Pulsar 150,376499.0,2019,864.0,Hybrid,69.74,Second,2022.0,Active,Dealer,189605.25,Metro
Rajasthan,45.89,Bajaj,Platina 110,391685.0,2023,905.0,Petrol,34.33,Second,2024.0,Not Available,Individual,226680.01,Metro
Maharashtra,50.19,Bajaj,Dominar 400,399253.0,2024,681.0,Hybrid,76.18,Third,2024.0,Active,Individual,282021.08,Tier 1
Uttar Pradesh,42.46,Tvs,Ronin,293621.0,2024,147.0,Hybrid,62.64,Second,2024.0,Expired,Dealer,165590.94,Metro
Gujarat,75.36,Ktm,Duke 200,316668.0,2021,699.0,Petrol,70.2,Third,2023.0,Expired,Dealer,245614.66,Tier 2
Tamil Nadu,54.3,Royal Enfield,Hunter 350,245132.0,2015,183.0,Electric,90.9,Second,2022.0,Active,Dealer,117452.49,Tier 2
Rajasthan,18.93,Honda,Cbr 650R,283436.0,2015,268.0,Petrol,25.91,Second,2024.0,Expired,Dealer,183923.36,Metro
Karnataka,42.04,Bajaj,Pulsar 150,269227.0,2021,756.0,Petrol,40.12,Second,2024.0,Expired,Dealer,127955.52,Tier 3
Punjab,30.93,Royal Enfield,Interceptor 650,337433.0,2019,472.0,Petrol,27.27,Second,2021.0,Not Available,Dealer,183462.53,Tier 3
Punjab,48.88,Bajaj,Platina 110,191680.0,2023,736.0,Petrol,54.78,Third,2024.0,Expired,Dealer,83284.29,Metro
Madhya Pradesh,66.33,Ktm,250 Duke,172002.0,2016,416.0,Hybrid,65.86,Second,2022.0,Expired,Individual,122396.32,Tier 2
Karnataka,78.67,Royal Enfield,Classic 350,118452.0,2019,346.0,Petrol,70.2,Second,2021.0,Expired,Dealer,74449.87,Tier 2
Tamil Nadu,66.6,Bajaj,Platina 110,215250.0,2017,968.0,Petrol,30.1,Third,2022.0,Active,Individual,130107.12,Tier 1
Gujarat,74.25,Hero,Xtreme 160R,198765.0,2022,143.0,Electric,70.51,Second,2022.0,Active,Dealer,133472.89,Metro
Rajasthan,19.47,Bajaj,Platina 110,389329.0,2021,148.0,Hybrid,60.03,Second,2021.0,Active,Dealer,172412.72,Tier 2
Karnataka,42.43,Honda,Dio,186952.0,2017,665.0,Hybrid,69.46,Third,2023.0,Active,Dealer,110431.23,Metro
Delhi,24.18,Tvs,Apache Rtr 160,199184.0,2023,188.0,Electric,70.57,First,2023.0,Active,Dealer,83213.56,Tier 1
West Bengal,34.19,Royal Enfield,Classic 350,279179.0,2024,982.0,Petrol,42.38,Second,2024.0,Active,Dealer,129173.43,Tier 3
Delhi,64.37,Royal Enfield,Classic 350,272215.0,2020,810.0,Petrol,32.01,Second,2023.0,Expired,Individual,131831.87,Tier 2
Karnataka,9.47,Honda,Dio,252875.0,2020,784.0,Petrol,40.69,Third,2023.0,Active,Dealer,184996.32,Tier 1
Punjab,37.1,Hero,Glamour,188605.0,2020,728.0,Electric,88.96,Second,2024.0,Not Available,Individual,134558.01,Metro
Karnataka,8.57,Ktm,Rc 390,142575.0,2023,213.0,Electric,76.62,Second,2024.0,Active,Individual,83711.94,Tier 2
Karnataka,47.86,Kawasaki,Vulcan S,288319.0,2022,189.0,Petrol,55.37,Second,2024.0,Active,Individual,196010.51,Tier 3
Gujarat,79.03,Honda,Unicorn,297683.0,2022,117.0,Hybrid,65.31,Third,2024.0,Active,Dealer,163142.94,Tier 3
Maharashtra,5.25,Royal Enfield,Himalayan,216240.0,2020,896.0,Petrol,30.4,Third,2021.0,Not Available,Dealer,139730.16,Tier 2
Punjab,12.31,Hero,Xtreme 160R,263796.0,2023,739.0,Hybrid,88.62,Second,2023.0,Expired,Individual,152915.75,Tier 1
Punjab,54.36,Tvs,Ntorq 125,156435.0,2019,227.0,Hybrid,88.46,Third,2021.0,Active,Dealer,118754.42,Tier 2
Punjab,68.42,Ktm,Duke 200,298081.0,2020,820.0,Electric,90.5,Second,2023.0,Not Available,Individual,197257.07,Tier 2
Gujarat,7.98,Bajaj,Platina 110,287088.0,2023,465.0,Electric,74.85,Second,2024.0,Not Available,Dealer,211741.75,Tier 3
Tamil Nadu,41.92,Kawasaki,Ninja 400,164442.0,2023,889.0,Hybrid,61.21,Second,2023.0,Not Available,Individual,76366.73,Tier 2
Tamil Nadu,56.06,Honda,Shine,190386.0,2018,988.0,Hybrid,92.47,Second,2022.0,Not Available,Individual,121090.38,Tier 1
Tamil Nadu,54.66,Royal Enfield,Meteor 350,221205.0,2022,809.0,Electric,87.33,Third,2022.0,Not Available,Dealer,156561.17,Tier 1
Uttar Pradesh,35.36,Bajaj,Avenger 220,304951.0,2017,784.0,Hybrid,90.16,Second,2024.0,Active,Dealer,156172.17,Tier 3
Madhya Pradesh,77.28,Ktm,Rc 390,169523.0,2024,606.0,Electric,70.2,Third,2024.0,Expired,Individual,83088.84,Metro
Gujarat,19.42,Ktm,250 Duke,306571.0,2024,452.0,Hybrid,67.79,Third,2024.0,Not Available,Individual,212919.77,Tier 1
Delhi,29.87,Hero,Passion Pro,291807.0,2021,481.0,Electric,66.4,Third,2023.0,Expired,Dealer,215204.19,Tier 1
Punjab,42.93,Kawasaki,Z650,332272.0,2024,508.0,Electric,70.2,Second,2024.0,Not Available,Dealer,198975.81,Tier 1
Punjab,42.86,Ktm,250 Duke,263864.0,2019,274.0,Petrol,54.94,Second,2022.0,Not Available,Dealer,133472.89,Tier 3
Maharashtra,19.89,Hero,Passion Pro,259225.0,2022,141.0,Hybrid,76.07,Second,2024.0,Expired,Dealer,163209.69,Tier 1
West Bengal,15.59,Ktm,250 Duke,76951.0,2021,582.0,Petrol,49.01,Third,2023.0,Active,Individual,50818.81,Tier 1
Karnataka,23.54,Ktm,Rc 390,215132.0,2020,113.0,Petrol,29.55,Second,2021.0,Not Available,Dealer,139332.75,Tier 3
Uttar Pradesh,53.28,Tvs,Ntorq 125,86019.0,2020,479.0,Petrol,53.85,Second,2024.0,Active,Dealer,58402.34,Metro
Rajasthan,18.87,Honda,Dio,75476.0,2024,728.0,Electric,74.45,Second,2024.0,Not Available,Individual,54161.76,Tier 2
Delhi,31.52,Bajaj,Dominar 400,183662.0,2021,138.0,Hybrid,79.52,Second,2021.0,Not Available,Dealer,87688.96,Tier 1
Punjab,5.36,Yamaha,Ray Zr,99549.0,2024,658.0,Hybrid,64.19,Second,2024.0,Not Available,Individual,65433.07,Tier 3
Gujarat,29.07,Kawasaki,Vulcan S,326828.0,2018,451.0,Electric,64.98,Second,2024.0,Not Available,Individual,133472.89,Tier 3
Madhya Pradesh,52.73,Tvs,Ronin,212059.0,2021,286.0,Electric,85.53,Second,2021.0,Not Available,Individual,95130.11,Tier 2
Gujarat,36.45,Bajaj,Ct 100,244720.0,2022,203.0,Hybrid,98.31,Second,2024.0,Active,Dealer,176107.94,Tier 3
Madhya Pradesh,56.12,Yamaha,Mt-15,55095.0,2016,991.0,Electric,74.63,Second,2024.0,Expired,Individual,39417.14,Tier 2
Uttar Pradesh,74.29,Ktm,Rc 390,365258.0,2022,157.0,Petrol,45.33,Second,2024.0,Expired,Dealer,182880.01,Tier 1
Karnataka,42.63,Kawasaki,Versys 650,172187.0,2021,302.0,Petrol,45.65,First,2021.0,Not Available,Dealer,86840.65,Tier 3
Gujarat,64.59,Yamaha,Fz V3,358330.0,2022,571.0,Hybrid,69.69,Third,2022.0,Active,Dealer,172695.27,Tier 1
Madhya Pradesh,47.45,Royal Enfield,Meteor 350,250149.0,2016,120.0,Petrol,70.2,Second,2021.0,Expired,Dealer,185133.92,Tier 3
Punjab,29.74,Ktm,125 Duke,282250.0,2020,124.0,Hybrid,73.37,Third,2023.0,Expired,Individual,166468.97,Tier 1
Uttar Pradesh,45.78,Yamaha,R15 V4,223764.0,2021,819.0,Petrol,35.46,Second,2021.0,Expired,Dealer,133818.98,Tier 3
Madhya Pradesh,73.32,Ktm,Rc 390,235338.0,2021,221.0,Petrol,32.11,Third,2024.0,Active,Dealer,185816.57,Tier 1
Gujarat,31.01,Ktm,Duke 200,362981.0,2020,799.0,Petrol,36.65,Second,2023.0,Not Available,Dealer,283737.5,Metro
Uttar Pradesh,61.58,Honda,Unicorn,371381.0,2024,808.0,Hybrid,95.89,Second,2024.0,Expired,Individual,214141.95,Metro
Gujarat,54.63,Hero,Glamour,180612.0,2021,540.0,Petrol,43.06,Second,2024.0,Active,Dealer,81272.32,Metro
Uttar Pradesh,22.27,Bajaj,Platina 110,104949.0,2024,796.0,Hybrid,83.5,Third,2024.0,Expired,Dealer,78614.8,Tier 3
Maharashtra,79.98,Bajaj,Avenger 220,194307.0,2020,994.0,Hybrid,77.93,Second,2021.0,Expired,Individual,87130.16,Metro
Uttar Pradesh,5.63,Bajaj,Platina 110,288444.0,2023,517.0,Electric,90.87,Third,2024.0,Not Available,Individual,149964.3,Metro
Punjab,24.22,Royal Enfield,Hunter 350,79464.0,2017,785.0,Hybrid,64.86,Third,2022.0,Expired,Individual,50035.46,Tier 3
West Bengal,24.4,Yamaha,Fascino 125,252663.0,2018,763.0,Electric,86.04,Third,2021.0,Expired,Individual,133472.89,Tier 1
Delhi,37.82,Tvs,Jupiter,399947.0,2024,280.0,Electric,93.53,Second,2024.0,Not Available,Individual,263792.36,Tier 2
Uttar Pradesh,21.95,Hero,Hf Deluxe,86562.0,2021,738.0,Hybrid,77.61,Second,2021.0,Active,Individual,42597.35,Tier 2
Uttar Pradesh,71.1,Ktm,Duke 200,293590.0,2017,219.0,Electric,89.14,Second,2022.0,Expired,Individual,126972.8,Tier 2
Delhi,75.31,Royal Enfield,Hunter 350,343822.0,2018,138.0,Electric,88.21,Second,2023.0,Active,Dealer,158178.52,Tier 1
Karnataka,53.13,Ktm,250 Duke,73928.0,2022,243.0,Hybrid,74.21,Second,2022.0,Expired,Individual,33502.77,Tier 3
Punjab,51.21,Tvs,Ntorq 125,80448.0,2015,518.0,Hybrid,99.02,Second,2023.0,Not Available,Dealer,64141.03,Metro
Tamil Nadu,40.9,Royal Enfield,Hunter 350,199034.0,2022,244.0,Petrol,59.98,Second,2024.0,Active,Individual,122309.61,Tier 1
Rajasthan,39.63,Ktm,250 Duke,128348.0,2021,464.0,Electric,98.91,Second,2021.0,Expired,Individual,56661.23,Metro
Maharashtra,10.27,Tvs,Jupiter,324853.0,2022,353.0,Hybrid,83.46,Second,2022.0,Active,Individual,200716.28,Tier 3
Uttar Pradesh,19.8,Bajaj,Ct 100,347466.0,2022,159.0,Petrol,48.66,Second,2022.0,Not Available,Individual,227817.74,Tier 3
Gujarat,26.7,Hero,Passion Pro,398978.0,2023,765.0,Petrol,26.61,Second,2023.0,Not Available,Dealer,287235.93,Tier 1
Uttar Pradesh,68.42,Ktm,Duke 200,291973.0,2017,626.0,Hybrid,78.33,Third,2024.0,Not Available,Dealer,153112.6,Tier 2
Madhya Pradesh,26.29,Ktm,Rc 390,374187.0,2021,641.0,Hybrid,79.74,Second,2021.0,Active,Dealer,167582.91,Tier 1
Uttar Pradesh,71.7,Kawasaki,Ninja 400,208386.0,2024,297.0,Hybrid,99.56,First,2024.0,Expired,Dealer,122095.4,Tier 3
Madhya Pradesh,30.99,Ktm,Rc 390,202720.0,2023,817.0,Electric,69.53,Second,2023.0,Expired,Individual,100274.64,Tier 2
Tamil Nadu,46.2,Kawasaki,Vulcan S,383725.0,2024,929.0,Petrol,47.24,Second,2024.0,Active,Individual,176052.1,Tier 2
Maharashtra,59.77,Kawasaki,Versys 650,213220.0,2019,194.0,Hybrid,90.48,Second,2024.0,Expired,Individual,121080.49,Tier 3
Rajasthan,9.74,Tvs,Ronin,252049.0,2021,638.0,Electric,74.3,First,2021.0,Not Available,Dealer,157122.0,Tier 1
Rajasthan,16.71,Yamaha,Mt-15,122958.0,2022,657.0,Electric,82.26,Second,2022.0,Not Available,Dealer,79251.53,Metro
