State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
  Gujarat  ,75.34,Royal Enfield,Himalayan,"₹289,703",2021,585,  Hybrid  ,84.64,3rd,2021,Expired,Individual,219788.75,TIER 1
UTTAR PRADESH,8.9,Yamaha,Ray ZR,351681,2016,394,Hybrid,68.96,,2024,Not Available,  Dealer  ,219546.63,Tier 2
  Delhi  ,8.37,KTM,125 Duke,378549,2024,859,ELECTRIC,,Third,2024,Active,Individual,185355.39,TIER 2
Rajasthan,65.75,TVS,Ronin,"₹66,712",2024,356,Hybrid,77.62,3rd,2024,,  Individual  ,47522.3,TIER 2
Punjab,8.73,ROYAL ENFIELD,Classic 350,317087,2022,570,Petrol,,First,2022,NOT AVAILABLE,DEALER,173525.81,Tier 2
  Karnataka  ,62.72,KAWASAKI,Ninja 300,138717,2023,987,PETROL,56.14,First,2023,not available,Individual,71124.08,Tier 3
Gujarat,67.83,KAWASAKI,Vulcan S,206540,2024,469,Hybrid,80.07,SECOND,2024,Not Available,Dealer,130554.44,METRO
  Madhya Pradesh  ,68.66,Yamaha,Ray ZR,361741,2016,408,Petrol,28.54,3rd,2022,EXPIRED,  Dealer  ,256566.47,Tier 3
Tamil Nadu,45.24,Kawasaki,Z650,310737,2021,444,Hybrid,62.06,THIRD,2024,NOT AVAILABLE,INDIVIDUAL,135601.02,Metro
Gujarat,39.26,Kawasaki,Versys 650,269702,2024,384,Petrol,29.13,FIRST,2024,Expired,individual,214578.42,Tier 1
  West Bengal  ,10.74,  Yamaha  ,Ray ZR,349560,2017,138,hybrid,81.58,THIRD,2021,EXPIRED,DEALER,144804.67,Tier 1
Delhi,10.28,Honda,Unicorn,320464,2022,421,  Hybrid  ,71.37,3rd,2023,Expired,Individual,219317.19,Tier 2
West Bengal,25.92,Hero,Splendor Plus,380384,2020,335,Hybrid,63.35,second owner,2021,Expired,Dealer,198052.64,Tier 1
gujarat,37.6,Hero,Passion Pro,199477,2016,397,electric,68.15,third owner,2021,  Active  ,Individual,121260.27,Metro
KARNATAKA,52.59,KTM,125 Duke,161158,2015,525,Electric,72.27,3rd,2024,Active,Dealer,90653.91,Metro
Karnataka,71.35,  Kawasaki  ,Ninja 400,78512,2018,848,Electric,99.81,3rd,2021,  Not Available  ,Dealer,43291.17,Tier 3
madhya pradesh,79.46,Bajaj,Pulsar 150,364872,2024,883,ELECTRIC,98.83,third owner,2024,Expired,Individual,205237.42,  Tier 3  
Gujarat,59.35,HONDA,CBR 650R,274183,2024,108,  Electric  ,93.99,Second,2024,Not Available,individual,199964.05,Tier 3
Uttar Pradesh,11.43,Royal Enfield,Meteor 350,206767,2021,701,Electric,84.19,THIRD,2021,EXPIRED,Individual,124823.33,Tier 1
Tamil Nadu,20.86,Bajaj,Platina 110,"₹62,265",2022,144,  Electric  ,68.44,FIRST,2022,Active,Dealer,25092.63,Tier 2
Maharashtra,66.71,Royal Enfield,Classic 350,339419,2022,318,Hybrid,65.27,2nd,2024,ACTIVE,Dealer,141884.47,Tier 1
Karnataka,69.87,Yamaha,FZ V3,350558,2020,456,Petrol,,SECOND,2023,  Expired  ,  Individual  ,170809.07,Tier 3
Uttar Pradesh,35.92,Bajaj,Avenger 220,293016,2022,301,Hybrid,70.2,second owner,2024,,Individual,151670.93,Tier 3
Madhya Pradesh,66.08,KTM,390 Adventure,363317,2016,176,Hybrid,66.66,SECOND,2023,,DEALER,219643.89,Tier 3
delhi,32.87,ktm,250 Duke,244188,2018,902,hybrid,74.01,SECOND,2023,NOT AVAILABLE,INDIVIDUAL,112260.72,Tier 1
  Delhi  ,13.87,Bajaj,Platina 110,214082,2020,583,  Hybrid  ,66.67,THIRD,2022,  Not Available  ,Individual,92856.2,tier 2
  Rajasthan  ,25.68,BAJAJ,CT 100,154844,2017,571,Electric,83.02,second owner,2023,expired,Individual,76109.89,  Tier 2  
  Madhya Pradesh  ,58.29,hero,Passion Pro,356491,2024,600,  Petrol  ,44.85,3rd,2024,expired,dealer,234359.11,tier 1
RAJASTHAN,70.55,Tvs,NTorq 125,330438,2023,594,Hybrid,,FIRST,2023,Active,Dealer,140551.05,metro
Uttar Pradesh,22.54,kawasaki,Ninja 400,241763,2021,806,Electric,95.52,Third,2024,Expired,Dealer,185261.31,Metro
GUJARAT,35.41,TVS,Jupiter,274712,2021,583,Petrol,27.13,1st,2021,,Individual,163460.86,  Tier 1  
GUJARAT,17.98,KTM,390 Adventure,86488,2022,371,Hybrid,63.62,First,2022,Not Available,Dealer,46644.65,  Tier 3  
  Maharashtra  ,11.99,Yamaha,MT-15,371021,2019,542,hybrid,70.63,second owner,2022,not available,individual,196208.96,Metro
  Rajasthan  ,23.64,  KTM  ,125 Duke,153682,2024,916,Hybrid,72.58,third owner,2024,Active,Individual,73849.03,Tier 3
Punjab,12.53,kawasaki,Z650,151577,2024,881,hybrid,86.7,SECOND,2024,Not Available,  Dealer  ,85577.0,Tier 1
Karnataka,33.71,KTM,250 Duke,301046,2024,447,electric,67.84,FIRST,2024,  Active  ,  Dealer  ,133193.12,TIER 3
west bengal,11.82,Yamaha,Fascino 125,115803,2021,859,hybrid,98.98,first owner,2021,EXPIRED,Individual,89578.54,Tier 3
maharashtra,54.89,  TVS  ,Apache RTR 160,177480,2019,928,PETROL,42.86,second owner,2024,Not Available,INDIVIDUAL,133551.6,  Tier 3  
PUNJAB,57.69,TVS,Apache RTR 160,297841,2022,351,electric,66.24,Second,2023,Not Available,Individual,134637.46,Tier 2
Uttar Pradesh,59.07,  TVS  ,Sport,234794,2022,936,Hybrid,76.09,3rd,2023,Active,Individual,155480.82,Tier 2
Rajasthan,72.54,YAMAHA,FZ V3,172310,2022,362,Electric,60.56,third owner,2024,,DEALER,122414.57,TIER 3
  Gujarat  ,65.46,Yamaha,Fascino 125,"₹96,677",2024,767,Hybrid,78.26,1st,2024,Not Available,Dealer,64995.05,TIER 1
PUNJAB,63.99,  Bajaj  ,Pulsar 150,227008,2021,849,  Petrol  ,41.88,2nd,2023,  Active  ,INDIVIDUAL,136685.11,Tier 2
  Uttar Pradesh  ,14.89,Honda,CBR 650R,356770,2022,263,Electric,70.98,,2024,  Expired  ,  Individual  ,223247.75,tier 1
Uttar Pradesh,10.53,  Royal Enfield  ,Meteor 350,239282,2021,267,Petrol,44.52,2nd,2024,NOT AVAILABLE,INDIVIDUAL,167000.15,Metro
Maharashtra,58.32,tvs,NTorq 125,255049,2024,214,Electric,85.05,third owner,2024,Active,Dealer,151968.31,Tier 1
Uttar Pradesh,43.91,hero,Passion Pro,327113,2024,501,Petrol,43.86,2nd,2024,Expired,  Individual  ,223830.21,Tier 1
Rajasthan,11.5,TVS,Jupiter,78270,2019,552,Electric,87.69,THIRD,2021,Not Available,Dealer,35077.74,Tier 2
Rajasthan,10.6,  Yamaha  ,MT-15,243559,2023,600,Electric,,first owner,2023,Active,Individual,113722.4,Tier 2
West Bengal,37.86,Bajaj,Pulsar 150,386933,2021,670,  Petrol  ,27.7,Third,2024,  Expired  ,dealer,234037.43,  Tier 3  
  Uttar Pradesh  ,63.18,KTM,250 Duke,283170,2019,800,  Petrol  ,38.93,second owner,2023,Not Available,individual,223998.17,Tier 1
west bengal,6.54,KTM,RC 390,331413,2024,493,  Hybrid  ,67.65,3rd,2024,active,  Dealer  ,138481.39,Tier 1
GUJARAT,58.37,Yamaha,MT-15,380569,2018,271,Electric,97.39,2nd,2022,Expired,Dealer,295853.14,Tier 3
  Tamil Nadu  ,49.59,HERO,Xtreme 160R,317069,2022,345,  Electric  ,78.57,third owner,2024,expired,Individual,176699.23,Metro
Gujarat,56.14,Bajaj,Avenger 220,399909,2021,887,HYBRID,999.0,FIRST,2021,Expired,  Dealer  ,243232.89,Metro
West Bengal,55.17,Hero,Splendor Plus,154707,2024,340,Electric,69.22,SECOND,2024,EXPIRED,  Individual  ,92445.16,Metro
  Punjab  ,65.42,BAJAJ,Avenger 220,205740,2023,556,hybrid,73.21,First,2023,NOT AVAILABLE,Individual,144736.1,tier 2
West Bengal,28.92,HERO,Splendor Plus,225481,2021,126,PETROL,30.66,3rd,2023,Active,Individual,,Tier 1
Gujarat,45.13,hero,HF Deluxe,108030,2016,384,ELECTRIC,98.62,Third,2024,Expired,  Individual  ,,tier 2
Rajasthan,6.12,Hero,Splendor Plus,"₹375,005",2021,478,electric,73.06,3rd,2024,NOT AVAILABLE,Dealer,239007.9,tier 1
  Delhi  ,69.43,HONDA,Unicorn,177239,2019,535,Petrol,45.72,SECOND,2024,expired,Individual,79274.57,Metro
West Bengal,20.03,TVS,Ronin,93696,2022,364,  Hybrid  ,64.29,FIRST,2022,Active,Dealer,56098.25,Metro
uttar pradesh,52.27,  Kawasaki  ,Versys 650,57231,2015,435,HYBRID,,2nd,2021,Expired,DEALER,43829.89,Tier 1
Rajasthan,25.79,TVS,Jupiter,143429,2019,638,hybrid,76.15,3rd,2021,  Not Available  ,  Dealer  ,77995.46,Metro
PUNJAB,14.07,TVS,Apache RTR 160,133805,2023,372,Electric,81.54,second owner,2023,expired,individual,75051.13,Tier 1
Madhya Pradesh,49.83,KAWASAKI,Ninja 300,145930,2022,983,hybrid,93.49,,2023,Not Available,individual,61338.73,Tier 1
West Bengal,13.02,TVS,Apache RTR 160,77247,2020,917,  Petrol  ,54.31,2nd,2023,  Expired  ,DEALER,46151.46,Tier 1
Madhya Pradesh,24.83,Kawasaki,Vulcan S,280510,2022,538,  Petrol  ,37.02,2nd,2022,Not Available,Individual,160584.64,Tier 1
  Tamil Nadu  ,56.29,Bajaj,CT 100,186852,2022,587,  Hybrid  ,-15.0,3rd,2024,  Active  ,Individual,126244.29,TIER 3
MADHYA PRADESH,33.13,Kawasaki,Ninja 400,"₹211,598",2024,527,petrol,0.0,first owner,2024,Expired,Individual,104082.56,Metro
rajasthan,7.96,Hero,Passion Pro,101186,2021,188,Petrol,27.28,third owner,2022,Active,Dealer,58173.69223957833,METRO
KARNATAKA,26.81,KTM,RC 390,242127,2024,107,Petrol,54.43,third owner,2024,Expired,  Dealer  ,127072.68,Tier 3
West Bengal,31.24,TVS,Apache RTR 160,57800,2019,332,  Electric  ,92.06,Third,2023,Active,Dealer,32977.51,Tier 3
Rajasthan,59.65,KAWASAKI,Versys 650,334397,2024,535,  Petrol  ,40.74,FIRST,2024,Not Available,Individual,265455.42,Tier 3
  Tamil Nadu  ,46.44,Bajaj,Platina 110,292721,2023,409,Petrol,39.53,2nd,2024,Expired,INDIVIDUAL,141140.81,TIER 2
Karnataka,59.96,Hero,Passion Pro,106898,2021,645,Electric,62.49,SECOND,2021,Expired,Individual,44940.85,Tier 1
rajasthan,36.08,Yamaha,Ray ZR,87351,2022,667,Electric,83.23,Third,2023,  Active  ,INDIVIDUAL,36915.51,Tier 3
  Tamil Nadu  ,35.05,Hero,HF Deluxe,184381,2016,379,Hybrid,,third owner,2024,Expired,Individual,105140.82,Metro
  Rajasthan  ,17.38,  Bajaj  ,Pulsar 150,376499,2019,864,Hybrid,69.74,,2022,Active,Dealer,189605.25,Metro
Rajasthan,45.89,bajaj,Platina 110,391685,2023,905,  Petrol  ,34.33,second owner,2024,  Not Available  ,Individual,226680.01,metro
maharashtra,50.19,Bajaj,Dominar 400,399253,2024,681,  Hybrid  ,76.18,third owner,2024,Active,individual,282021.08,Tier 1
Uttar Pradesh,42.46,tvs,Ronin,293621,2024,147,Hybrid,62.64,Second,2024,  Expired  ,Dealer,165590.94,Metro
Punjab,74.73,TVS,Sport,54816,2015,772,Electric,61.01,2nd,2022,Active,Individual,22485.85,Tier 2
GUJARAT,75.36,KTM,Duke 200,316668,2021,699,  Petrol  ,,third owner,2023,Expired,Dealer,245614.66,Tier 2
tamil nadu,54.3,  Royal Enfield  ,Hunter 350,245132,2015,183,ELECTRIC,90.9,2nd,2022,Active,Dealer,117452.49,Tier 2
  Rajasthan  ,18.93,HONDA,CBR 650R,283436,2015,268,Petrol,25.91,Second,2024,EXPIRED,  Dealer  ,183923.36,Metro
Karnataka,42.04,Bajaj,Pulsar 150,269227,2021,756,Petrol,40.12,SECOND,2024,,DEALER,127955.52,TIER 3
Punjab,30.93,Royal Enfield,Interceptor 650,337433,2019,472,Petrol,27.27,THIRD,2021,NOT AVAILABLE,dealer,183462.53,Tier 3
Punjab,48.88,bajaj,Platina 110,191680,2023,736,Petrol,54.78,third owner,2024,EXPIRED,Dealer,83284.29,METRO
Madhya Pradesh,66.33,KTM,250 Duke,172002,2016,416,hybrid,65.86,second owner,2022,expired,Individual,122396.32,Tier 2
KARNATAKA,78.67,  Royal Enfield  ,Classic 350,118452,2019,346,Petrol,,Third,2021,  Expired  ,Dealer,74449.87,Tier 2
Tamil Nadu,66.6,Bajaj,Platina 110,215250,2017,968,Petrol,30.1,third owner,2022,active,Individual,130107.12,  Tier 1  
Gujarat,74.25,HERO,Xtreme 160R,198765,2022,143,Electric,70.51,Second,2022,  Active  ,Dealer,,Metro
Rajasthan,19.47,BAJAJ,Platina 110,389329,2021,148,Hybrid,60.03,,2021,ACTIVE,DEALER,172412.72,Tier 2
Karnataka,42.43,Honda,Dio,186952,2017,665,  Hybrid  ,69.46,3rd,2023,Active,DEALER,110431.23,metro
Delhi,24.18,  TVS  ,Apache RTR 160,199184,2023,188,electric,70.57,first owner,2023,Active,DEALER,83213.56,tier 1
west bengal,34.19,ROYAL ENFIELD,Classic 350,279179,2024,982,Petrol,42.38,THIRD,2024,  Active  ,Dealer,129173.43,Tier 3
DELHI,64.37,Royal Enfield,Classic 350,272215,2020,810,Petrol,32.01,Third,2023,,Individual,131831.87,Tier 2
Karnataka,9.47,Honda,Dio,252875,2020,784,PETROL,40.69,third owner,2023,  Active  ,dealer,184996.32,tier 1
PUNJAB,37.1,HERO,Glamour,188605,2020,728,electric,88.96,,2024,  Not Available  ,individual,134558.01,METRO
  Karnataka  ,8.57,KTM,RC 390,142575,2023,213,electric,76.62,Second,2024,  Active  ,INDIVIDUAL,83711.94,  Tier 2  
KARNATAKA,47.86,Kawasaki,Vulcan S,288319,2022,189,  Petrol  ,55.37,Second,2024,Active,individual,196010.51,Tier 3
Gujarat,79.03,honda,Unicorn,297683,2022,117,  Hybrid  ,65.31,3rd,2024,  Active  ,Dealer,163142.94,Tier 3
Maharashtra,5.25,Royal Enfield,Himalayan,216240,2020,896,Petrol,30.4,third owner,2021,Not Available,dealer,139730.16,Tier 2
Punjab,12.31,HERO,Xtreme 160R,"₹263,796",2023,739,Hybrid,88.62,Third,2023,  Expired  ,INDIVIDUAL,152915.75,Tier 1
  Punjab  ,54.36,tvs,NTorq 125,156435,2019,227,Hybrid,88.46,third owner,2021,ACTIVE,Dealer,118754.42,tier 2
Punjab,68.42,KTM,Duke 200,298081,2020,820,ELECTRIC,90.5,Third,2023,Not Available,Individual,197257.07,Tier 2
Gujarat,7.98,bajaj,Platina 110,287088,2023,465,Electric,74.85,Second,2024,not available,  Dealer  ,211741.75,tier 3
Tamil Nadu,41.92,  Kawasaki  ,Ninja 400,164442,2023,889,HYBRID,61.21,second owner,2023,Not Available,Individual,76366.73,tier 2
  Tamil Nadu  ,56.06,Honda,Shine,190386,2018,988,Hybrid,92.47,2nd,2022,Not Available,Individual,121090.38,Tier 1
tamil nadu,54.66,Royal Enfield,Meteor 350,221205,2022,809,  Electric  ,87.33,3rd,2022,Not Available,Dealer,156561.17,Tier 1
Uttar Pradesh,35.36,Bajaj,Avenger 220,304951,2017,784,hybrid,90.16,second owner,2024,  Active  ,Dealer,156172.17,Tier 3
Madhya Pradesh,77.28,KTM,RC 390,169523,2024,606,Electric,-15.0,third owner,2024,,  Individual  ,83088.84,Metro
Gujarat,19.42,Ktm,250 Duke,306571,2024,452,hybrid,67.79,3rd,2024,NOT AVAILABLE,INDIVIDUAL,212919.77,Tier 1
DELHI,29.87,Hero,Passion Pro,"₹291,807",2021,481,ELECTRIC,66.4,3rd,2023,EXPIRED,DEALER,215204.19,TIER 1
punjab,42.93,Kawasaki,Z650,332272,2024,508,Electric,,Third,2024,  Not Available  ,DEALER,198975.81,  Tier 1  
Punjab,42.86,KTM,250 Duke,"₹263,864",2019,274,  Petrol  ,54.94,THIRD,2022,Not Available,Dealer,,Tier 3
MAHARASHTRA,19.89,  Hero  ,Passion Pro,259225,2022,141,Hybrid,76.07,Third,2024,EXPIRED,Dealer,163209.69,Tier 1
West Bengal,15.59,  KTM  ,250 Duke,76951,2021,582,Petrol,49.01,3rd,2023,active,Individual,50818.81,Tier 1
Karnataka,23.54,KTM,RC 390,215132,2020,113,Petrol,29.55,THIRD,2021,Not Available,  Dealer  ,139332.75,Tier 3
Uttar Pradesh,53.28,TVS,NTorq 125,86019,2020,479,Petrol,53.85,,2024,Active,Dealer,58402.34,  Metro  
Rajasthan,18.87,honda,Dio,75476,2024,728,  Electric  ,74.45,,2024,Not Available,  Individual  ,54161.76,Tier 2
DELHI,31.52,BAJAJ,Dominar 400,183662,2021,138,  Hybrid  ,79.52,First,2021,Not Available,  Dealer  ,87688.96,Tier 1
Punjab,5.36,Yamaha,Ray ZR,99549,2024,658,  Hybrid  ,64.19,SECOND,2024,not available,individual,65433.07,tier 3
Gujarat,29.07,Kawasaki,Vulcan S,326828,2018,451,electric,64.98,2nd,2024,NOT AVAILABLE,individual,,Tier 3
Madhya Pradesh,52.73,TVS,Ronin,212059,2021,286,Electric,85.53,First,2021,NOT AVAILABLE,Individual,95130.11,Tier 2
  Gujarat  ,36.45,BAJAJ,CT 100,244720,2022,203,Hybrid,98.31,THIRD,2024,active,Dealer,176107.94,Tier 3
Madhya Pradesh,56.12,YAMAHA,MT-15,55095,2016,991,  Electric  ,74.63,2nd,2024,Expired,INDIVIDUAL,39417.14,tier 2
UTTAR PRADESH,74.29,KTM,RC 390,365258,2022,157,Petrol,45.33,SECOND,2024,EXPIRED,Dealer,182880.01,Tier 1
Karnataka,42.63,Kawasaki,Versys 650,172187,2021,302,petrol,45.65,1st,2021,Not Available,Dealer,86840.65,TIER 3
Gujarat,64.59,Yamaha,FZ V3,358330,2022,571,Hybrid,69.69,3rd,2022,  Active  ,Dealer,172695.27,Tier 1
MADHYA PRADESH,47.45,  Royal Enfield  ,Meteor 350,250149,2016,120,  Petrol  ,,SECOND,2021,Expired,Dealer,185133.92,TIER 3
Punjab,29.74,ktm,125 Duke,282250,2020,124,HYBRID,73.37,3rd,2023,Expired,INDIVIDUAL,166468.97,TIER 1
uttar pradesh,45.78,yamaha,R15 V4,223764,2021.0,819,Petrol,35.46,First,2021,,  Dealer  ,133818.98,Tier 3
MADHYA PRADESH,73.32,KTM,RC 390,235338,2021,221,PETROL,32.11,3rd,2024,Active,Dealer,185816.57,Tier 1
Gujarat,31.01,  KTM  ,Duke 200,362981,2020,799,  Petrol  ,36.65,second owner,2023,not available,  Dealer  ,283737.5,metro
  Uttar Pradesh  ,61.58,Honda,Unicorn,371381,2024,808,HYBRID,95.89,First,2024,EXPIRED,Individual,214141.95,Metro
Gujarat,54.63,Hero,Glamour,180612,2021,540,Petrol,43.06,THIRD,2024,Active,Dealer,81272.32,  Metro  
Uttar Pradesh,22.27,Bajaj,Platina 110,104949,2024,796,  Hybrid  ,83.5,third owner,2024,  Expired  ,Dealer,78614.8,Tier 3
Maharashtra,79.98,Bajaj,Avenger 220,194307,2020,994,Hybrid,77.93,second owner,2021,Expired,Individual,87130.16,Metro
Uttar Pradesh,5.63,bajaj,Platina 110,288444,2023,517,  Electric  ,90.87,3rd,2024,Not Available,INDIVIDUAL,149964.3,METRO
Punjab,24.22,royal enfield,Hunter 350,79464,2017,785,Hybrid,64.86,3rd,2022,EXPIRED,individual,50035.46,  Tier 3  
  West Bengal  ,24.4,Yamaha,Fascino 125,252663,2018,763,  Electric  ,86.04,3rd,2021,Expired,Individual,,Tier 1
Delhi,37.82,tvs,Jupiter,399947,2024,280,Electric,93.53,,2024,Not Available,  Individual  ,263792.36,Tier 2
Uttar Pradesh,21.95,  Hero  ,HF Deluxe,86562,2021,738,Hybrid,77.61,First,2021,ACTIVE,INDIVIDUAL,42597.35,  Tier 2  
Uttar Pradesh,71.1,KTM,Duke 200,293590,2017,219,Electric,89.14,Second,2022,Expired,INDIVIDUAL,126972.8,tier 2
Delhi,75.31,Royal Enfield,Hunter 350,343822,2018,138,ELECTRIC,88.21,Third,2023,Active,Dealer,158178.52,tier 1
Karnataka,53.13,KTM,250 Duke,73928,2022,243,Hybrid,74.21,First,2022,  Expired  ,Individual,33502.77,Tier 3
Punjab,51.21,TVS,NTorq 125,80448,2015,518,Hybrid,99.02,Second,2023,Not Available,DEALER,64141.03,Metro
Tamil Nadu,40.9,royal enfield,Hunter 350,199034,2022,244,Petrol,59.98,second owner,2024,Active,Individual,122309.61,  Tier 1  
rajasthan,39.63,Ktm,250 Duke,128348,2021,464,Electric,98.91,FIRST,2021,,  Individual  ,56661.23,  Metro  
Maharashtra,10.27,TVS,Jupiter,324853,2022,353,Hybrid,83.46,FIRST,2022,Active,Individual,200716.28,Tier 3
Uttar Pradesh,19.8,bajaj,CT 100,347466,2022,159,Petrol,48.66,,2022,NOT AVAILABLE,Individual,227817.74,TIER 3
GUJARAT,26.7,  Hero  ,Passion Pro,398978,2023,765,Petrol,26.61,,2023,  Not Available  ,Dealer,287235.93,TIER 1
Uttar Pradesh,68.42,KTM,Duke 200,291973,2017,626,  Hybrid  ,78.33,third owner,2024,Not Available,  Dealer  ,153112.6,  Tier 2  
MADHYA PRADESH,26.29,KTM,RC 390,374187,2021,641,HYBRID,79.74,,2021,Active,  Dealer  ,167582.91,  Tier 1  
Uttar Pradesh,71.7,Kawasaki,Ninja 400,208386,2024,297,Hybrid,99.56,first owner,2024,Expired,  Dealer  ,122095.4,Tier 3
Madhya Pradesh,30.99,KTM,RC 390,202720,2023,817,  Electric  ,69.53,FIRST,2023,expired,Individual,100274.64,Tier 2
Tamil Nadu,46.2,Kawasaki,Vulcan S,383725,2024,929,Petrol,47.24,Third,2024,Active,Individual,176052.1,Tier 2
Maharashtra,59.77,KAWASAKI,Versys 650,213220,2019,194,Hybrid,90.48,Third,2024,  Expired  ,INDIVIDUAL,121080.49,Tier 3
  Rajasthan  ,9.74,TVS,Ronin,252049,2021,638,  Electric  ,74.3,1st,2021,NOT AVAILABLE,Dealer,157122.0,tier 1
Madhya Pradesh,65.74,Yamaha,Fascino 125,377303,2023,476,Petrol,45.28,SECOND,2023,Expired,dealer,194755.58,METRO
  Rajasthan  ,16.71,yamaha,MT-15,122958,2022,657,Electric,82.26,First,2022,Not Available,Dealer,79251.53,metro
Rajasthan,18.12,TVS,Jupiter,376405,2024,169,Hybrid,60.46,second owner,2024,EXPIRED,Dealer,229446.45,  Metro  
Maharashtra,56.13,KTM,Duke 200,192044,2020,265,Electric,70.32,,2024,Active,Dealer,111544.47,Tier 3
KARNATAKA,75.68,Bajaj,Platina 110,245424,2023,861,ELECTRIC,72.56,First,2023,EXPIRED,DEALER,146943.33,Tier 3
Uttar Pradesh,56.89,Royal Enfield,Himalayan,169382,2015,480,Electric,75.24,2nd,2023,Not Available,  Individual  ,128711.0,TIER 2
Delhi,30.32,BAJAJ,Pulsar 150,162244,2018,923,petrol,34.4,2nd,2023,Not Available,  Dealer  ,67409.77,Tier 1
tamil nadu,57.21,Yamaha,MT-15,233547,2020,810,Hybrid,82.56,second owner,2023,  Expired  ,Dealer,94658.35,Metro
gujarat,50.07,bajaj,Avenger 220,"₹387,657",2022,255,petrol,31.66,FIRST,2022,,  Individual  ,308654.43,  Tier 2  
Karnataka,48.58,KTM,Duke 200,342599,2019,628,electric,,third owner,2022,  Expired  ,Dealer,179524.9,Metro
Karnataka,7.92,Kawasaki,Ninja 400,361670,2024,449,  Petrol  ,32.86,Second,2024,not available,  Dealer  ,177532.26,TIER 1
RAJASTHAN,55.23,KTM,Duke 200,312560,2023,492,Petrol,32.86,3rd,2024,Active,dealer,126895.9,TIER 3
Karnataka,21.32,KAWASAKI,Ninja 300,338874,2023,172,Petrol,43.9,SECOND,2023,Not Available,  Individual  ,187146.55,  Metro  
UTTAR PRADESH,44.39,Yamaha,MT-15,181589,2015,950,Hybrid,71.73,SECOND,2023,Not Available,Individual,128476.6,Tier 2
karnataka,46.26,Honda,CBR 650R,382183,2021,118,Petrol,51.81,Third,2021,Active,  Dealer  ,211052.44,  Metro  
Gujarat,31.84,Yamaha,MT-15,50158,2024,737,Petrol,35.25,Third,2024,Not Available,Individual,26153.68,Tier 1
TAMIL NADU,12.58,Yamaha,Ray ZR,199081,2018,541,Electric,0.0,third owner,2024,Not Available,Individual,129255.46,Metro
Madhya Pradesh,6.33,  Yamaha  ,MT-15,324194,2024,434,  Hybrid  ,69.45,first owner,2024,Active,individual,178243.88,tier 1
Delhi,36.88,KTM,250 Duke,307418,2022,606,Petrol,39.28,First,2022,,INDIVIDUAL,190927.1,Metro
maharashtra,79.76,  Kawasaki  ,Ninja 300,186102,2021,955,electric,87.32,first owner,2021,Expired,Dealer,140081.01,tier 2
Madhya Pradesh,40.71,Hero,Glamour,286550,2021,187,  Electric  ,61.08,third owner,2023,Expired,Dealer,147779.87,Tier 1
madhya pradesh,24.54,Kawasaki,Vulcan S,331738,2021,173,Petrol,33.17,2nd,2024,  Expired  ,dealer,249483.18,TIER 3
Maharashtra,65.87,hero,Xtreme 160R,203238,2020,922,ELECTRIC,62.21,Second,2022,Not Available,dealer,97152.68,TIER 3
Karnataka,45.74,Kawasaki,Z650,233817,2020,356,HYBRID,96.26,third owner,2023,ACTIVE,Dealer,161369.23,Tier 2
uttar pradesh,56.93,Royal Enfield,Hunter 350,85394,2024,320,hybrid,82.07,third owner,2024,  Active  ,dealer,35817.37,Metro
West Bengal,17.21,  KTM  ,250 Duke,277566,2023,152,hybrid,64.13,Second,2023,  Active  ,individual,161954.01,Tier 2
  Punjab  ,66.36,  Kawasaki  ,Vulcan S,54828,2018,774,Petrol,46.74,3rd,2022,Not Available,Individual,40386.88,TIER 2
Karnataka,77.08,Kawasaki,Vulcan S,"₹270,749",2023,484,  Electric  ,66.56,FIRST,2023,not available,Dealer,121084.54,  Tier 3  
West Bengal,75.14,  Royal Enfield  ,Interceptor 650,188892,2024,559,ELECTRIC,60.51,third owner,2024,Active,DEALER,125203.91,tier 1
GUJARAT,51.4,KTM,RC 390,70494,2024,302,Electric,93.82,Third,2024,  Active  ,Dealer,36148.05,  Metro  
Karnataka,34.64,Bajaj,Pulsar 150,65228,2017,541,Electric,70.47,SECOND,2021,Expired,Individual,44574.79192744673,Tier 2
West Bengal,35.82,KAWASAKI,Vulcan S,"₹305,635",2020,758,petrol,28.81,2nd,2023,,DEALER,217678.14,Tier 3
madhya pradesh,27.36,  Hero  ,Splendor Plus,190065,2023,118,  Petrol  ,48.83,,2023,Not Available,Individual,150847.14,TIER 2
Delhi,69.89,Honda,Dio,67356,2019,782,Electric,65.58,,2022,Not Available,  Individual  ,50170.24,  Tier 2  
Delhi,28.08,  Royal Enfield  ,Himalayan,132895,2019,682,Electric,90.46,3rd,2023,,individual,62810.08,TIER 2
Tamil Nadu,57.32,BAJAJ,Avenger 220,299575,2024,189,PETROL,41.45,SECOND,2024,  Active  ,INDIVIDUAL,183246.53,  Metro  
rajasthan,49.89,  Hero  ,HF Deluxe,246828,2024,936,Petrol,45.0,first owner,2024,ACTIVE,DEALER,,TIER 1
Rajasthan,67.46,bajaj,CT 100,380004,2019,206,Electric,61.78,2nd,2023,ACTIVE,Individual,202072.38,Metro
Rajasthan,11.5,TVS,Jupiter,78270,2019.0,552,Electric,87.69,THIRD,2021,Not Available,Dealer,35099.096594133465,Tier 2
